0,-1,0
1,-1,0
2,33,1
3,33,1
4,33,1
5,-1,0
6,33,1
7,-1,0
8,-1,0
9,52,1
10,-1,0
11,-1,0
12,9,2
13,12,3
14,12,3
15,12,3
16,-1,0
17,-1,0
18,-1,0
19,-1,0
20,52,1
21,-1,0
22,52,1
23,12,3
24,-1,0
25,-1,0
26,-1,0
27,-1,0
28,-1,0
29,-1,0
30,33,1
31,-1,0
32,33,1
33,-1,0
34,33,1
35,33,1
36,33,1
37,-1,0
38,-1,0
39,-1,0
40,52,1
41,52,1
42,52,1
43,52,1
44,43,2
45,-1,0
46,-1,0
47,52,1
48,33,1
49,33,1
50,-1,0
51,-1,0
52,-1,0
53,52,1
54,52,1
55,52,1
56,52,1
57,52,1
58,52,1
59,52,1
60,34,2
61,33,1
62,52,1
63,52,1
64,52,1
65,52,1
66,52,1
67,52,1
68,52,1
69,52,1
70,52,1
71,52,1
72,52,1
73,69,2
74,69,2
75,74,3
76,74,3
77,52,1
78,52,1
79,52,1
80,52,1
81,52,1
82,52,1
83,52,1
84,52,1
85,84,2
86,84,2
87,52,1
88,52,1
89,52,1
90,52,1
91,84,2
92,52,1
93,52,1
94,128,2
95,128,2
96,84,2
97,84,2
98,52,1
99,128,2
100,-1,0
101,-1,0
102,77,2
103,104,3
104,77,2
105,52,1
106,52,1
107,15,4
108,-1,0
109,108,1
110,117,2
111,128,2
112,111,3
113,52,1
114,113,2
115,109,2
116,113,2
117,52,1
118,113,2
119,113,2
120,113,2
121,52,1
122,109,2
123,128,2
124,128,2
125,128,2
126,30,2
127,52,1
128,52,1
129,128,2
130,129,3
131,129,3
132,69,2
133,52,1
134,69,2
135,50,1
136,135,2
137,61,2
138,52,1
139,74,3
140,33,1
141,33,1
142,139,4
143,52,1
144,133,2
145,52,1
146,118,3
147,-1,0
148,52,1
149,143,2
150,6,2
151,6,2
152,52,1
153,129,3
154,129,3
155,139,4
156,138,2
157,33,1
158,145,2
159,52,1
160,74,3
0,-1,0
1,-1,0
2,74,1
3,74,1
4,74,1
5,-1,0
6,74,1
7,-1,0
8,-1,0
9,134,1
10,-1,0
11,-1,0
12,9,2
13,74,1
14,74,1
15,74,1
16,-1,0
17,-1,0
18,-1,0
19,-1,0
20,74,1
21,-1,0
22,74,1
23,12,3
24,-1,0
25,-1,0
26,-1,0
27,-1,0
28,-1,0
29,-1,0
30,-1,0
31,-1,0
32,74,1
33,-1,0
34,74,1
35,74,1
36,74,1
37,-1,0
38,-1,0
